familyname	maxgap	sex
LTR27C	0.24296108598019828	male
LTR27D	1.7648079433814985	female
LTR27D	2.4154943851527975	male
LTR27E	0.5156969140087	female
LTR27E	0.8525053294624989	male
LTR28	0.32472069535669945	female
LTR28	0.2479613336886004	male
LTR28B	0.3774702526615954	female
LTR28B	0.5577371476677015	male
LTR28C	0.5036885117484999	female
LTR28C	0.5376586877297029	male
LTR29	0.6907206619614001	female
LTR29	1.5697655939423996	male
LTR2B	3.704019824179994	female
LTR2B	1.3861480184820039	male
LTR2C	1.4368331223270019	female
LTR2C	1.1490616526549928	male
LTR3	0.624301516877594	female
LTR3	0.8514908950456004	male
LTR30	4.182364500177897	female
LTR30	2.9601394243474886	male
LTR31	0.1761101380193999	female
LTR31	0.48392200964990195	male
LTR32	1.3132250654070106	female
LTR32	1.2531043692520143	male
LTR33	0.07459692193807976	female
LTR33	0.07454141405081005	male
LTR33A	0.07437126545737982	female
LTR33A	0.13471384871244996	male
LTR33B	0.02873341813145891	female
LTR33B	0.02275678590435304	male
LTR33C	0.017478754375306993	female
LTR33C	0.019889510205361005	male
LTR34	0.4862502795672974	female
LTR34	0.17388879447199912	male
LTR35	0.20284585871698013	female
LTR35	0.24596683917599016	male
LTR35A	0.3061530717323997	female
LTR35A	0.8248723278127983	male
LTR35B	0.16931960989633055	female
LTR35B	0.17298645567622017	male
LTR36	0.8231738900895991	female
LTR36	0.47935158178349724	male
LTR37-int	0.046437421265379974	female
LTR37-int	0.023255999843399877	male
LTR37A	0.2717650331430992	female
LTR37A	0.25644257441260265	male
LTR37B	0.1238539259868201	female
LTR37B	0.08527160355136054	male
LTR38	0.2605436763987008	female
LTR38	0.49376778276370104	male
LTR38A1	0.2163754135999998	female
LTR38A1	0.11832197439340142	male
LTR38B	0.15801852022649854	female
LTR38B	0.3042689448108007	male
LTR38C	0.6235898496056009	female
LTR38C	0.3402806718300013	male
LTR39	1.702025751440999	female
LTR39	3.3220048927700248	male
LTR3A	1.7148625413621943	female
LTR3A	0.6339012939042021	male
LTR3B	0.888894743051992	female
LTR3B	3.441468459521019	male
LTR4	0.31842396657250305	female
LTR4	0.18589784933289977	male
LTR40A	0.3779092160708384	female
LTR40A	0.14687129623380013	male
LTR40A1	0.039652016168784	female
LTR40A1	0.050191561011189934	male
LTR40B	0.17981613834770016	female
LTR40B	0.3935285580371186	male
LTR40C	0.20832128618166035	female
LTR40C	0.08233377142330944	male
LTR41	0.08191222170847023	female
LTR41	0.10117442505446039	male
LTR41B	0.06005370175253999	female
LTR41B	0.039251808618030015	male
LTR41C	0.03279678725960977	female
LTR41C	0.024229045870729937	male
LTR42	1.0277622397711994	female
LTR42	0.2091046347757981	male
LTR43	1.458276401961811	female
LTR43	1.467749455984304	male
LTR43_I	0.022359136662760015	female
LTR43_I	0.03700059123984989	male
LTR43B	0.17723289936689923	female
LTR43B	0.3548690040971998	male
LTR44	0.5505420282490014	female
LTR44	0.5284134706351011	male
LTR45	0.5867275088957982	female
LTR45	0.26864779722949805	male
LTR45B	0.5800543556825914	female
LTR45B	0.7130609569824884	male
LTR45C	0.6657347066587036	female
LTR45C	0.31731860848539384	male
LTR46	1.049951188571498	female
LTR46	0.9511832451176971	male
LTR47A	1.449082287675509	female
LTR47A	1.654797363474401	male
LTR47A2	0.42255475742029347	female
LTR47A2	0.4541224874635006	male
LTR47B	0.12788004913569928	female
LTR47B	0.25298320759080006	male
LTR47B2	0.42441326360230036	female
LTR47B2	0.41366596737670136	male
LTR47B3	0.31438958558999985	female
LTR47B3	0.2170321592119997	male
LTR47B4	0.6722264355683976	female
LTR47B4	0.5023204977619002	male
LTR48	0.5475172895784972	female
LTR48	0.3637843543041015	male
LTR48B	0.6172531889384985	female
LTR48B	0.3556158624642016	male
LTR49	1.4922296776160096	female
LTR49	1.8863991314370026	male
LTR5	0.6920131835140069	female
LTR5	0.3334144740065028	male
LTR5_Hs	2.5966885242820013	female
LTR5_Hs	2.7671334524430335	male
LTR50	0.035766487459850005	female
LTR50	0.027110052474400126	male
LTR51	0.4032852715426998	female
LTR51	0.26754797252139895	male
LTR52	0.11525825213157859	female
LTR52	0.2794368982804203	male
LTR53	0.27307045475120084	female
LTR53	0.1309636059483985	male
LTR53-int	0.12876212229858996	female
LTR53-int	0.10258154866561009	male
LTR53B	0.07811583697827995	female
LTR53B	0.055144571468430215	male
LTR54	1.6291927086638935	female
LTR54	1.4210840151916955	male
LTR54B	0.25527787906479915	female
LTR54B	0.6983916437141993	male
LTR55	0.08764910528218017	female
LTR55	0.3687187154321201	male
LTR56	1.0025033530575058	female
LTR56	2.094433498512899	male
LTR57	0.4994057752666947	female
LTR57	0.602781029262502	male
LTR58	0.18322110724922958	female
LTR58	0.10843440655926972	male
LTR59	0.657163159117097	female
LTR59	0.8408154144932993	male
LTR5A	10.098520990570023	female
LTR5A	8.105705400815992	male
LTR5B	2.980985327312027	female
LTR5B	2.9850253506359934	male
LTR60	0.44641847769173015	female
LTR60	0.29628363068639985	male
LTR60B	0.28530322355759985	female
LTR60B	0.2611527429368987	male
LTR61	1.182130878303802	female
LTR61	0.48271409245000285	male
LTR62	0.7325250206156042	female
LTR62	0.7692248999436018	male
LTR64	0.3453876781349017	female
LTR64	0.3214264494597998	male
LTR65	0.14537782210210004	female
LTR65	0.1270634029690001	male
LTR66	52.23918712293401	female
LTR66	21.225240816536996	male
LTR67B	0.028878038710040244	female
LTR67B	0.12396673838413985	male
LTR68	0.02003478810819015	female
LTR68	0.031718964423017915	male
LTR69	0.1637959771741997	female
LTR69	0.41917130009099957	male
LTR6A	1.3898550030968977	female
LTR6A	1.0975387285176907	male
LTR6B	1.3933080769430148	female
LTR6B	0.8044360294439912	male
LTR70	0.9831095501043023	female
LTR70	0.4856222608509988	male
LTR71A	2.175001468349606	female
LTR71A	2.4559259369292903	male
LTR71B	0.37284041033601056	female
LTR71B	1.0982530726579967	male
LTR72	0.3566931072016004	female
LTR72	0.7708792429804987	male
LTR72B	0.24996211442540073	female
LTR72B	0.7162253435390014	male
LTR73	0.48671640234470104	female
LTR73	1.0065386328733013	male
LTR75	0.03352307127958998	female
LTR75	0.021329535210590223	male
LTR75_1	0.09412403398522962	female
LTR75_1	0.0720228544861703	male
LTR75B	0.05556937501424608	female
LTR75B	0.017985449077379867	male
LTR76	1.3246487166975953	female
LTR76	0.5673583097153028	male
LTR77	2.5617283539120983	female
LTR77	3.2083410592155985	male
LTR77B	0.44874182790620054	female
LTR77B	0.22743610822380056	male
LTR78	0.008338549717102989	female
LTR78	0.008401590330413405	male
LTR78B	0.0017531570127412004	female
LTR78B	0.004201435002146599	male
LTR79	0.01935344735554001	female
LTR79	0.04510825652303696	male
LTR7A	14.619887440562024	female
LTR7A	23.167268136919006	male
LTR7B	8.12064743228791	female
LTR7B	10.22628722556999	male
LTR7C	0.9734970963126983	female
LTR7C	1.2592407939928023	male
LTR7Y	12.392233835395018	female
LTR7Y	11.58004109182707	male
LTR8	4.284039537544004	female
LTR8	8.278254318979975	male
LTR80A	0.04746352041551799	female
LTR80A	0.019975861378160986	male
LTR80B	0.03705940356670001	female
LTR80B	0.05297260100347989	male
LTR81A	0.0046021339414565945	female
LTR81A	0.012643184150361003	male
LTR81AB	0.08799606416190309	female
LTR81AB	0.05224802277663798	male
LTR81B	0.00039050710932670004	female
LTR81B	0.0003125798349663	male
LTR81C	0.0005368020106899	female
LTR81C	0.0003127806904062	male
LTR82A	0.021023719230869986	female
LTR82A	0.016437222692760045	male
LTR82B	0.01036576802907696	female
LTR82B	0.028762098853791995	male
LTR83	0.018813361833426023	female
LTR83	0.015890589710785996	male
LTR84a	0.004125216525731999	female
LTR84a	0.029285640849187198	male
LTR84b	0.003043167504850508	female
LTR84b	0.004750220077014908	male
LTR85a	0.0022476174020975015	female
LTR85a	0.0042061293691294036	male
LTR85b	0.012862377574323985	female
LTR85b	0.015619691482061993	male
LTR85c	0.01206475277646199	female
LTR85c	0.006959307373062024	male
LTR86A1	0.019053031401286905	female
LTR86A1	0.010239901870575496	male
LTR86A2	0.0020665045666792003	female
LTR86A2	0.0028989309624977005	male
LTR86B1	0.002183548704107	female
LTR86B1	0.0022803809133049	male
LTR86B2	0.008215446519637098	female
LTR86B2	0.0247802652789806	male
LTR86C	0.0008582800832025	female
LTR86C	0.0013697073800769998	male
LTR87	0.05008657669294969	female
LTR87	0.053197411267210004	male
LTR88a	0.0008099281970373	female
LTR88a	0.0008829886832882	male
LTR88b	0.0007850438597777	female
LTR88b	0.0017894605789248	male
LTR88c	0.0009792452446355997	female
LTR88c	0.0005624366948612	male
LTR89	0.0006543377474354	female
LTR89	0.0005085938631708	male
LTR8A	3.427940620485998	female
LTR8A	4.131700113076988	male
LTR8B	4.097294421741026	female
LTR8B	4.801453652416001	male
LTR9	3.076930177272999	female
LTR9	2.4644604427220145	male
LTR90A	0.005819123528754903	female
LTR90A	0.004192353025972501	male
LTR90B	0.008018753761347003	female
LTR90B	0.013398687548833	male
LTR91	0.0031064146662762	female
LTR91	0.0021783726328311	male
LTR9A1	1.1537828973930004	female
LTR9A1	4.054163584690997	male
LTR9B	1.820186483605994	female
LTR9B	2.6099921397580204	male
LTR9C	0.5734905000458994	female
LTR9C	0.5385563235597033	male
LTR9D	1.1736314230180085	female
LTR9D	1.6353157326259975	male
MamGyp-int	0.0017377966411900002	female
MamGyp-int	0.0017715805177832	male
MamGypLTR1a	0.012905018578787404	female
MamGypLTR1a	0.0069287735964009	male
MamGypLTR1b	0.005426411359064992	female
MamGypLTR1b	0.016747397276017997	male
MamGypLTR1c	0.012390718051051797	female
MamGypLTR1c	0.00208419064344241	male
MamGypLTR1d	0.0027647515721048004	female
MamGypLTR1d	0.012742258388422294	male
MamGypLTR2	0.0010026913503127	female
MamGypLTR2	0.0003902545206352	male
MamGypLTR2b	0.0102056530461985	female
MamGypLTR2b	0.0053630672003145	male
MamGypLTR2c	0.0023132455286839007	female
MamGypLTR2c	0.002215380994098806	male
MamGypLTR3	0.009096679094554902	female
MamGypLTR3	0.0013700673661934046	male
MamRep137	0.05079084369101006	female
MamRep137	0.03589896514147983	male
MamRep1527	0.008474426499306992	female
MamRep1527	0.017468445823855983	male
MamRep1879	0.05841265418478703	female
MamRep1879	0.04178909705910949	male
MamRep38	0.064849689168122	female
MamRep38	0.013617902363339984	male
MamRep4096	0.03105585911278208	female
MamRep4096	0.02708636366035	male
MamRep434	0.06254898673238896	female
MamRep434	0.013691957050967984	male
MamRep488	0.040312247539932955	female
MamRep488	0.01778120600538602	male
MamRep564	0.018180232815391995	female
MamRep564	0.041001913098222986	male
MamRep605	0.07100082536129393	female
MamRep605	0.007487326916912007	male
MamSINE1	0.17614217542622002	female
MamSINE1	0.05883591119506004	male
MamTip2	0.007399500520530601	female
MamTip2	0.011650285983640013	male
MARE1	0.002925126990443703	female
MARE1	0.0031165681135778	male
MARE10	0.07024361558547498	female
MARE10	0.04283331835087001	male
MARE11	0.09954704791903013	female
MARE11	0.04294389971206991	male
MARE3	0.007446506450936899	female
MARE3	0.005982290381418301	male
MARE5	0.02025116149842801	female
MARE5	0.056699184524653	male
MARE6	0.03479778850353299	female
MARE6	0.015765114868071972	male
MARE8	0.1225005089980602	female
MARE8	0.10405943582969002	male
MARNA	0.04412851285869501	female
MARNA	0.04386356706258299	male
MER101	0.6281741207621963	female
MER101	1.0465455064554021	male
MER101_I	0.15462594873763003	female
MER101_I	0.18613939164707993	male
MER101B	0.17049878381470052	female
MER101B	0.26081495301559876	male
MER103	0.21965327197229012	female
MER103	0.09613054811600996	male
MER103C	0.014010734112665013	female
MER103C	0.023362995268447984	male
MER104	0.17267763819081017	female
MER104	0.17619212222910008	male
MER104A	0.0011088392550166002	female
MER104A	0.0008155364523141999	male
MER105	0.08456035222859093	female
MER105	0.1653941712165592	male
MER106	0.10499118207175062	female
MER106	0.09621725850120999	male
MER106B	0.06348888150168985	female
MER106B	0.05817519780315994	male
MER107	1.2072941781939903	female
MER107	1.5983143473030168	male
MER110	0.09197172416144994	female
MER110	0.03978727752203004	male
MER110A	0.20593791125175986	female
MER110A	0.19592719119427016	male
MER110I	0.006542699086026005	female
MER110I	0.012918958767415	male
MER112	0.16449110361704022	female
MER112	0.15750493551492983	male
MER113	0.04409526022622989	female
MER113	0.04310446125929013	male
MER113B	0.033009964081219034	female
MER113B	0.07040880338504996	male
MER115	0.10735686975570902	female
MER115	0.025127047892328003	male
MER117	0.038617629903280104	female
MER117	0.09988960046313	male
MER119	0.15876812540519047	female
MER119	0.179636672242399	male
MER11A	5.261076387000912	female
MER11A	4.497128075355022	male
MER11B	5.767829500714015	female
MER11B	2.04088773391004	male
MER11C	2.440319628275006	female
MER11C	1.4047545483689987	male
MER11D	3.209463714005011	female
MER11D	1.0440683279900043	male
MER121	0.22599089456110022	female
MER121	0.6270770376689008	male
MER122	0.4952201747261	female
MER122	0.29561190252779923	male
MER124	0.037518493169565015	female
MER124	0.04772049871278794	male
MER135	0.04753832179262807	female
MER135	0.05867777226235893	male
MER1A	6.1521716102949995	female
MER1A	3.7887375817040265	male
MER1B	16.37800369946001	female
MER1B	20.3152949452101	male
MER2	19.822978446352977	female
MER2	9.44407599838496	male
MER20	3.8546230605609253	female
MER20	11.38237041048194	male
MER20B	0.09850856669606012	female
MER20B	0.11560139858509988	male
MER21	0.07514500308775052	female
MER21	0.03832501916664999	male
MER21A	1.0653496903186976	female
MER21A	2.135491650894892	male
MER21B	2.4243989007229914	female
MER21B	3.9613088768270046	male
MER21C	0.5963883291777989	female
MER21C	1.6550783272007052	male
MER21C_BT	0.8402581769660031	female
MER21C_BT	0.7322342472718013	male
MER21I	0.13953112964449943	female
MER21I	0.35123745176936083	male
MER22	10.889255743598994	female
MER22	56.49170422715497	male
MER28	1.4399908466384943	female
MER28	0.8844474667931053	male
MER2B	5.507648361723966	female
MER2B	4.458126482915986	male
MER3	2.991708458871983	female
MER3	1.2133238005859965	male
MER30	7.593780106961958	female
MER30	4.297354788991015	male
MER30B	0.3989928546587205	female
MER30B	0.5407844762791907	male
MER31	0.4573135658962997	female
MER31	0.26104945486170017	male
MER31_I	0.1290015473870394	female
MER31_I	0.14219466563422944	male
MER31A	3.195011494845005	female
MER31A	3.0283855219970235	male
MER31B	0.3612768796419985	female
MER31B	0.6421296436701986	male
MER33	1.3554475274995	female
MER33	0.6076915154493996	male
MER34	0.2708676808204	female
MER34	0.45613326092494866	male
MER34-int	0.06486734630300006	female
MER34-int	0.1213821986276602	male
MER34A	0.44338628001030145	female
MER34A	0.5906084294286984	male
MER34A1	0.7010124591799993	female
MER34A1	0.5966611479025019	male
MER34B	0.45959717064000216	female
MER34B	0.744736249667497	male
MER34B_I	0.10706405787655005	female
MER34B_I	0.32487392607949017	male
MER34C	1.2137955176100945	female
MER34C	1.738380501328102	male
MER34C2	0.8705701307967004	female
MER34C2	0.7019749904419967	male
MER34D	0.794012213504395	female
MER34D	0.3112195427642064	male
MER35	0.12583947166727016	female
MER35	0.03146858365293004	male
MER39	5.079830968707995	female
MER39	2.0298126380560007	male
MER39B	1.1459257257349975	female
MER39B	2.342835284505014	male
MER41A	10.896578048166987	female
MER41A	4.266801899849952	male
MER41B	7.261980655526031	female
MER41B	7.59671692388099	male
MER41C	1.6608299178409993	female
MER41C	1.0848787284860038	male
MER41D	0.5104279886783019	female
MER41D	0.7956134159502	male
MER41E	0.29026237769920016	female
MER41E	1.0354993634382055	male
MER41F	0.11778441653836058	female
MER41F	0.13025445137648983	male
MER41G	0.3026309162414993	female
MER41G	0.22779483717529914	male
MER41I	0.2963695540225011	female
MER41I	0.3448660805504993	male
MER44A	0.7184556413036987	female
MER44A	0.28030663498149977	male
MER44B	1.0761914290501053	female
MER44B	0.8015903474398058	male
MER44C	0.09337907640202037	female
MER44C	0.10769998370628997	male
MER44D	0.04035519464103199	female
MER44D	0.04147218490464599	male
MER45	0.40896386001919893	female
MER45	0.3690395751322981	male
MER45B	0.46780287979430213	female
MER45B	0.2947885648372992	male
MER45C	0.06505879160448003	female
MER45C	0.03211152612432011	male
MER45R	0.18846389774619077	female
MER45R	0.1268773479968699	male
MER46C	0.06357113198564002	female
MER46C	0.13291124770023988	male
MER47B	0.3712833557753008	female
MER47B	0.7270485156171027	male
MER48	1.5250679141891936	female
MER48	0.5521320841458959	male
MER49	2.3944085320030126	female
MER49	2.4903774218360013	male
MER4A	0.6210883793877002	female
MER4A	0.8171133360131009	male
MER4A1	10.605972885549932	female
MER4A1	17.016896369594065	male
MER4A1_LTR	2.3313738827430086	female
MER4A1_LTR	3.6188195729879737	male
MER4B	0.9311186210414988	female
MER4B	0.6142445134037011	male
MER4BI	1.2738139731080018	female
MER4BI	1.4152382510202983	male
MER4C	3.1786951251110054	female
MER4C	2.065859327395003	male
MER4CL34	0.7150952951186014	female
MER4CL34	0.19739821417650205	male
MER4D	1.0979213561913	female
MER4D	1.1148286292036005	male
MER4D_LTR	1.1454425473800995	female
MER4D_LTR	0.5282004572842993	male
MER4D1	5.361214686902997	female
MER4D1	5.973893968732	male
MER4E	4.607730200297965	female
MER4E	2.4227248120560034	male
MER4E1	2.2746202614760023	female
MER4E1	3.182543490601006	male
MER4I	2.4097031139408074	female
MER4I	1.960895943009291	male
MER50	4.568947409682039	female
MER50	7.376491885312021	male
MER50B	1.6722828676479935	female
MER50B	1.7625558195279893	male
MER50C	0.05795498085840034	female
MER50C	0.1612754824110496	male
MER50I	0.28528067500970167	female
MER50I	0.3761758533804027	male
MER51A	5.0702156312389945	female
MER51A	6.080340191244005	male
MER51B	2.9574075705450014	female
MER51B	1.2857473784959836	male
MER51C	0.8565996251254973	female
MER51C	1.1291582828569062	male
MER51D	0.40904635718390026	female
MER51D	0.3311070406050014	male
MER51E	0.691304116971402	female
MER51E	0.6752012374558944	male
MER51I	0.17854796328719935	female
MER51I	0.07945823237439953	male
MER52A	2.1782778181487004	female
MER52A	1.9834413622403986	male
MER52AI	1.1549904686146988	female
MER52AI	1.1272174874439997	male
MER52B	1.1098985725188015	female
MER52B	1.0087214516696008	male
MER52C	0.8014494172611961	female
MER52C	0.7347718401018	male
MER52D	2.2673349121191038	female
MER52D	1.254912564223197	male
MER53	2.8236319657560216	female
MER53	2.962122987419008	male
MER54	0.049508966317880265	female
MER54	0.5815067881913212	male
MER54A	0.24030520356980034	female
MER54A	0.3038526111273008	male
MER54B	0.3582585116376009	female
MER54B	0.20453573053490004	male
MER57A_I	0.4047588250433023	female
MER57A_I	0.4264500034147005	male
MER57A1	8.520573682188001	female
MER57A1	4.150389841427	male
MER57B1	5.04551441374997	female
MER57B1	7.84903374911903	male
MER57B2	0.7878820193006959	female
MER57B2	2.2785826734180006	male
MER57C1	0.32827879821980055	female
MER57C1	0.7283253865741006	male
MER57C2	0.8154765713817014	female
MER57C2	0.6085174666071964	male
MER57D	0.3253393286102977	female
MER57D	1.3387824650905031	male
MER57E1	0.6118850248453	female
MER57E1	0.5214741935437992	male
MER57E2	0.0807892451083001	female
MER57E2	0.039202788916880005	male
MER57E3	0.6616168111456009	female
MER57E3	0.5261513752498992	male
MER57F	0.7522566266502011	female
MER57F	0.9006966784412	male
MER57I	0.8650556255053061	female
MER57I	0.7933826412173062	male
MER58A	0.15826262409692937	female
MER58A	0.22188604263608003	male
MER58B	0.7313297901894984	female
MER58B	0.8387579707981985	male
MER58C	0.09846529546287996	female
MER58C	0.20174667844855954	male
MER58D	0.4261646550820002	female
MER58D	0.0897078443752104	male
MER5A	5.850499609590997	female
MER5A	5.082312369605006	male
MER5A1	1.3086834337770057	female
MER5A1	3.4894068825069837	male
MER5B	0.44460047125893887	female
MER5B	0.3248136224776008	male
MER5C	0.22777850528767019	female
MER5C	0.12707132954194034	male
MER5C1	0.010303999564723998	female
MER5C1	0.015593180804002016	male
MER6	1.3094742216656954	female
MER6	0.7987125698751001	male
MER61A	3.8692032124720015	female
MER61A	7.550151915701008	male
MER61B	0.5918489555903008	female
MER61B	1.5655162255094979	male
MER61C	0.857880816991198	female
MER61C	1.8281734669538992	male
MER61D	1.1402898581980025	female
MER61D	1.1452293068463035	male
MER61E	1.4328953356435932	female
MER61E	1.6525518636748018	male
MER61F	0.2000923001834991	female
MER61F	0.8422409733724976	male
MER61I	3.1953547243079896	female
MER61I	8.026473697163993	male
MER63A	0.050005654562742974	female
MER63A	0.018919001436008998	male
MER63B	0.06280355561655004	female
MER63B	0.06858411778572293	male
MER63C	0.028304144259789	female
MER63C	0.02896784066955299	male
MER63D	0.05495558240673004	female
MER63D	0.03320911283565042	male
MER65A	1.4278284664480054	female
MER65A	3.0324920255409893	male
MER65B	0.060541834881280066	female
MER65B	0.08829357749780997	male
MER65C	1.2878946649411986	female
MER65C	1.198026676764698	male
MER65D	0.1843733907217988	female
MER65D	0.20608257687949916	male
MER65I	0.08656298631001924	female
MER65I	1.1966914993659596	male
MER66_I	0.5099753942706986	female
MER66_I	0.3532438749293991	male
MER66A	0.3146175543714005	female
MER66A	0.3453155110067989	male
MER66B	0.9352739346041972	female
MER66B	1.0719542059592015	male
MER66C	1.6919291314902125	female
MER66C	1.0005764619080963	male
MER66D	0.5002211913217991	female
MER66D	0.25830288242239874	male
MER67A	0.28801647184550205	female
MER67A	0.42321076884800135	male
MER67B	0.18119891864979998	female
MER67B	0.09902046019729838	male
MER67C	0.7492575440450935	female
MER67C	1.3754272016483995	male
MER67D	0.6342696723797019	female
MER67D	2.4568318213325	male
MER68_I	0.034502330675349024	female
MER68_I	0.06679875112575406	male
MER68A	0.9824216282260991	female
MER68A	1.4332415571005015	male
MER68B	0.11435591061291017	female
MER68B	0.3672621963287801	male
MER68C	0.06103784133477008	female
MER68C	0.037659957722659954	male
MER69A	0.03969984246247893	female
MER69A	0.06229314137667097	male
MER69B	0.007803117560320996	female
MER69B	0.017161316065349	male
MER69C	0.02945372087575704	female
MER69C	0.01642720291330102	male
MER6A	0.2972111942642002	female
MER6A	0.4072801587289998	male
MER6B	0.2648859654778004	female
MER6B	0.3248160543887	male
MER6C	0.2792137710591991	female
MER6C	0.8031431514017999	male
MER70_I	0.17584207264388985	female
MER70_I	0.21450781093478977	male
MER70A	0.45289217074989985	female
MER70A	0.2882062136036989	male
MER70B	0.05995144740856029	female
MER70B	0.09862934096332987	male
MER70C	0.37627440493511877	female
MER70C	0.13226534735531992	male
MER72	1.895903194648902	female
MER72	3.9966436648591923	male
MER72B	0.2651000530635983	female
MER72B	0.30380945015710026	male
MER73	0.2722757762119983	female
MER73	0.5380291435807969	male
MER74	0.14137115732285022	female
MER74	0.12040822499304937	male
MER74A	0.5053470328313949	female
MER74A	1.000573740800995	male
MER74B	0.11497122456243059	female
MER74B	0.13634437802924015	male
MER74C	0.20373945949808991	female
MER74C	0.12740035671262007	male
MER75	2.6541178107000007	female
MER75	1.0986161222240014	male
MER75B	1.3007832991557962	female
MER75B	0.5784948016518996	male
MER76	0.12278823275561024	female
MER76	0.3345719195359802	male
MER76-int	0.028620534676567	female
MER76-int	0.10051383564979599	male
MER77	0.35482497733219986	female
MER77	0.8287665064199992	male
MER8	0.11547386834455997	female
MER8	0.26344432681738006	male
MER80	0.02443815196330601	female
MER80	0.02815411340909202	male
MER80B	0.05468685314602806	female
MER80B	0.051556904194790976	male
MER82	2.0848927194859073	female
MER82	1.2247205478047007	male
MER83	1.4877221805689942	female
MER83	1.0563532605119974	male
MER83AI	0.07950581460972028	female
MER83AI	0.08003191404192922	male
MER83B	0.7443307553964971	female
MER83B	0.2780178639475963	male
MER83BI	0.11972587523700007	female
MER83BI	0.2473503755333013	male
MER83C	0.37620977169130043	female
MER83C	0.24711499721459873	male
MER84	0.32715465613789974	female
MER84	1.5126756855359034	male
MER84I	0.17698314323049935	female
MER84I	0.13878625974342995	male
MER87	0.057414504997830296	female
MER87	0.07262016908148006	male
MER87B	0.7672035899704994	female
MER87B	0.6146561477840038	male
MER88	0.4717450011208797	female
MER88	0.20171267155132	male
MER89	0.6286818370809968	female
MER89	0.8056062901733014	male
MER89I	0.015778145366943996	female
MER89I	0.009304881221143035	male
MER9	5.2559135363410405	female
MER9	15.309575879809017	male
MER90	0.12601207463551978	female
MER90	0.023274809670490004	male
MER90a_LTR	0.13314441933009924	female
MER90a_LTR	0.22367532713909988	male
MER91A	0.016445104697195984	female
MER91A	0.016814730068020797	male
MER91B	0.06519795773680997	female
MER91B	0.05262098183706099	male
MER92A	0.03623660644118598	female
MER92A	0.01946678852564898	male
MER92B	0.08204683012499991	female
MER92B	0.5331152315262191	male
MER92C	0.0522864389759401	female
MER92C	0.028355226553419932	male
MER93	0.04717385896005011	female
MER93	0.1226950837753602	male
MER95	0.48319290981673024	female
MER95	0.16584560113949998	male
MER96	0.07531569355966994	female
MER96	0.04414111478041399	male
MER96B	0.3580536483502108	female
MER96B	0.17764829329207998	male
MER97A	0.0049290001084734	female
MER97A	0.0022478226209090013	male
MER97B	0.00996186939058799	female
MER97B	0.00884022672714141	male
MER97C	0.0058447387700839015	female
MER97C	0.010945438551574496	male
MER99	0.09634126456496972	female
MER99	0.04980493057795021	male
MER9B	1.1089958167820981	female
MER9B	0.4756286814933972	male
Merlin1_HS	0.05779167376692973	female
Merlin1_HS	0.15351293315532022	male
MERX	0.07129781280022607	female
MERX	0.08764788368183796	male
MIR	4.494156022249001	female
MIR	4.5548763441389895	male
MIR3	0.17856675095800156	female
MIR3	0.3210051782088996	male
MIRb	0.2481379703261597	female
MIRb	0.09797994089148965	male
MIRc	0.08322668414734968	female
MIRc	0.07194276864956972	male
MLT-int	1.2879709004611968	female
MLT-int	1.223661561530399	male
MLT1_I	0.6772296996239007	female
MLT1_I	0.5416712358221005	male
MLT1A0	9.633893239017027	female
MLT1A0	7.636960711904976	male
MLT1A1	10.824040744587023	female
MLT1A1	7.987383583639939	male
MLT1B	27.63625978152004	female
MLT1B	27.81381614822999	male
MLT1C	7.544749416332024	female
MLT1C	11.716069926771013	male
MLT1C1	4.032218303669993	female
MLT1C1	3.6022630895240013	male
MLT1C2	5.778589742631993	female
MLT1C2	8.236519526536995	male
MLT1D	7.409929543289991	female
MLT1D	9.650583628918014	male
MLT1E	0.15073787206820022	female
MLT1E	0.10551128369469964	male
MLT1E1	0.18773257406940047	female
MLT1E1	0.5310111303657017	male
MLT1E1A	0.5296239832508967	female
MLT1E1A	0.4541536803165016	male
MLT1E2	0.6008353485471005	female
MLT1E2	0.8901165437761023	male
MLT1F	0.2960361058855021	female
MLT1F	0.4502603711187021	male
MLT1F_I	0.07065430824465935	female
MLT1F_I	0.32101869903515023	male
MLT1F1	0.5941700036879034	female
MLT1F1	0.6489068841837025	male
MLT1F2	0.25226134797539856	female
MLT1F2	0.539451220764299	male
MLT1G	0.016136028401800173	female
MLT1G	0.06121352319074003	male
MLT1G1	0.04702605831876028	female
MLT1G1	0.05706690065285969	male
MLT1G2	0.06579527173492039	female
MLT1G2	0.0930342881734596	male
MLT1G3	0.10919019122737961	female
MLT1G3	0.08118706851814039	male
MLT1H	0.05196793826579871	female
MLT1H	0.2980667271251889	male
MLT1H_I	0.06909256117233009	female
MLT1H_I	0.03505166295253992	male
MLT1H1	0.09888530554399999	female
MLT1H1	0.0958880337024901	male
MLT1H2	0.1113304137093003	female
MLT1H2	0.21269801381709996	male
MLT1I	0.1218296391883289	female
MLT1I	0.12749154440873056	male
MLT1J	0.08806393208871022	female
MLT1J	0.11213635448274051	male
MLT1J-int	0.04126057390439197	female
MLT1J-int	0.021838423238856985	male
MLT1J1	0.07716858786776015	female
MLT1J1	0.02249819572738998	male
MLT1J2	0.0672419687119401	female
MLT1J2	0.08577219089317012	male
MLT1K	0.1040857599221301	female
MLT1K	0.041523917589150194	male
MLT1L	0.01861058975534502	female
MLT1L	0.02741081922793609	male
MLT1M	0.001678109053049201	female
