familyname	maxgap	sex
MLT1M	0.0056708920517604955	male
MLT1N2	0.049023251802772005	female
MLT1N2	0.021971730626050068	male
MLT1O	0.020024103232895996	female
MLT1O	0.013944680311714003	male
MLT2A1	14.766042558928007	female
MLT2A1	70.69249877817015	male
MLT2A2	60.18488462998994	female
MLT2A2	87.6210700217498	male
MLT2B2	1.9566826921220013	female
MLT2B2	2.1420714756620214	male
MLT2B3	0.6496763295292993	female
MLT2B3	1.0988690655142008	male
MLT2B4	4.0649792202059984	female
MLT2B4	5.487484002441022	male
MLT2C2	1.052203594068601	female
MLT2C2	2.4765098289984024	male
MLT2D	0.7280651230267026	female
MLT2D	0.5778708813097992	male
MLT2E	0.01755155895721494	female
MLT2E	0.01920332678338199	male
MLT2F	0.07359369391735004	female
MLT2F	0.034386382109480085	male
MSR1	1.0445628218351999	female
MSR1	1.3075275315636006	male
MST_I	11.966947686948004	female
MST_I	8.951916843345998	male
MSTA	26.48274412239016	female
MSTA	48.63974445280019	male
MSTA1	0.7298313414996969	female
MSTA1	0.5743563939765011	male
MSTA2	2.891822795737994	female
MSTA2	2.140629936203993	male
MSTB	12.4035862426	female
MSTB	12.353875614596063	male
MSTB1	8.386987810183996	female
MSTB1	10.401001948520047	male
MSTC	9.383296112261007	female
MSTC	7.160443949785019	male
MSTD	6.808689204856023	female
MSTD	5.052303368875016	male
ORSL	0.33392684143089824	female
ORSL	0.3474439238522997	male
ORSL-2a	0.04033835818402598	female
ORSL-2a	0.028944735779327047	male
ORSL-2b	0.048148741836250064	female
ORSL-2b	0.05367278949571963	male
PABL_A	1.8331991748819974	female
PABL_A	1.788041732408999	male
PABL_AI	1.3163005980909048	female
PABL_AI	0.6645425211367026	male
PABL_B	0.5943337710506995	female
PABL_B	0.8571957119304017	male
PABL_BI	0.11822823199748012	female
PABL_BI	0.10421751706347004	male
PRIMA4_I	0.2605802767345011	female
PRIMA4_I	0.506538333505901	male
PRIMA4_LTR	1.2399852863069896	female
PRIMA4_LTR	1.0923848469059863	male
PRIMA41	0.11196374525779973	female
PRIMA41	0.14915161909339858	male
PRIMAX_I	0.04975709186465993	female
PRIMAX_I	0.02353896368629993	male
PrimLTR79	0.6280488412613998	female
PrimLTR79	0.185148025918501	male
PTR5	0.5090501920086972	female
PTR5	1.938285783091601	male
REP522	0.11925203008808971	female
REP522	0.35943716438661966	male
RICKSHA	0.5021708879173019	female
RICKSHA	0.44479959581629913	male
RICKSHA_0	0.5519010706825007	female
RICKSHA_0	0.5113226075600998	male
Ricksha_a	0.3162348504150003	female
Ricksha_a	0.14741735610420115	male
SATR1	5.029064058652402	female
SATR1	3.1540172057125915	male
SATR2	0.57725179527338	female
SATR2	0.17472690136704028	male
SN5	0.1590951296326999	female
SN5	0.15111833970109956	male
SVA_A	173.24037335228013	female
SVA_A	20.046232515640213	male
SVA2	3.7894207174740018	female
SVA2	2.6858530730650045	male
TAR1	5.464238523657201	female
TAR1	6.462276614613401	male
THE1_I	162.04484384682019	female
THE1_I	154.44733927474954	male
THE1A	23.636273555749995	female
THE1A	40.82669528102042	male
THE1B	70.85745848942042	female
THE1B	137.25027208454048	male
THE1C	40.02787405422987	female
THE1C	110.51720105119011	male
THE1D	48.05219420027015	female
THE1D	79.51308805388999	male
THER1	0.18865724727954003	female
THER1	0.06859810503267916	male
THER2	0.16525250884865006	female
THER2	0.08861229119609026	male
TIGGER1	17.54106200653996	female
TIGGER1	16.21153322505006	male
Tigger10	0.0018865122193591002	female
Tigger10	0.002754614067557601	male
Tigger12	0.011595250512607014	female
Tigger12	0.004927011253135993	male
Tigger12A	0.011325778152442983	female
Tigger12A	0.0075374713374339875	male
Tigger13a	0.03903083006862995	female
Tigger13a	0.060374471110070216	male
Tigger14a	0.06405946048803901	female
Tigger14a	0.04159396706325602	male
Tigger15a	0.04549480031515796	female
Tigger15a	0.03427110875142003	male
Tigger16a	0.015673687707584996	female
Tigger16a	0.00813482423499029	male
Tigger16b	0.02432317288332797	female
Tigger16b	0.07737667971328097	male
TIGGER2	1.175493169029977	female
TIGGER2	3.978396728663	male
Tigger2b_Pri	0.4070062135340997	female
Tigger2b_Pri	0.3412457167124998	male
Tigger3b	2.8183932836244026	female
Tigger3b	1.4835759914464006	male
Tigger3c	0.05392615620607	female
Tigger3c	0.05884499671058996	male
Tigger3d	1.0049635206741012	female
Tigger3d	0.3309681115032994	male
Tigger4a	3.5341752016538948	female
Tigger4a	1.1551248433575125	male
TIGGER5	0.11389071060537992	female
TIGGER5	0.0262080946659502	male
TIGGER5_A	0.15656151926978001	female
TIGGER5_A	0.45953032517429016	male
TIGGER5_B	0.005537412255236296	female
TIGGER5_B	0.006607653948611694	male
TIGGER5A	4.761567441858006	female
TIGGER5A	2.685419556728988	male
TIGGER6A	0.15272842572582945	female
TIGGER6A	0.1469696926176205	male
TIGGER6B	0.23123613251838027	female
TIGGER6B	0.19415070376192034	male
TIGGER7	0.14337585278700082	female
TIGGER7	0.12041153610629962	male
TIGGER8	0.017715826788059295	female
TIGGER8	0.004834457582498199	male
TIGGER9	0.006528848451604008	female
TIGGER9	0.005030079492637979	male
Tigger9b	0.3232728208271993	female
Tigger9b	0.45723920889768976	male
UCON103	0.02688954364951801	female
UCON103	0.133581841450638	male
UCON104	0.03337001566562203	female
UCON104	0.060507659715414996	male
UCON105	0.06872778888952102	female
UCON105	0.07216178515427607	male
UCON106	0.07544670061191694	female
UCON106	0.11964556516860697	male
UCON107	0.07080543915290005	female
UCON107	0.07091125458877001	male
UCON132a	0.02916738933752	female
UCON132a	0.06852613961412202	male
UCON32	0.13126290074875102	female
UCON32	0.05844391200758192	male
UCON33	0.01547225609234304	female
UCON33	0.04775281975041101	male
UCON38	0.1440735473236201	female
UCON38	0.05963190452398992	male
UCON39	0.0036564526572637	female
UCON39	0.0	male
UCON40	0.026985053633097	female
UCON40	0.012114648325041999	male
UCON42	0.100148091997591	female
UCON42	0.010896982309864023	male
UCON43	0.038859012363997913	female
UCON43	0.153275982149491	male
UCON44	0.05994762914600904	female
UCON44	0.177320193164752	male
UCON45	0.02505904980083995	female
UCON45	0.03072849844919101	male
UCON46	0.24061515331035999	female
UCON46	0.057389380488260144	male
UCON47	0.15090499072111996	female
UCON47	0.05223322566891808	male
UCON48	0.05812152850260299	female
UCON48	0.078853687020362	male
UCON53	0.2196740558835999	female
UCON53	0.03844836471545804	male
UCON54	0.14190505428897293	female
UCON54	0.06648398458304905	male
UCON55	0.0069110055665119	female
UCON55	0.0067282676650775	male
UCON63	0.21055004714700987	female
UCON63	0.07624810942372995	male
UCON64	0.12223546300706001	female
UCON64	0.14225741676326897	male
UCON65	0.006539955893266402	female
UCON65	0.0025958879805251	male
UCON72	0.097449395997394	female
UCON72	0.05464980941934994	male
UCON74	0.01736595572536298	female
UCON74	0.020419384134259977	male
UCON75	0.07233768700631094	female
UCON75	0.07727817551314398	male
UCON76	0.13293952485837002	female
UCON76	0.05771147179003999	male
UCON79	0.0069915384904216	female
UCON79	0.0073194911936862	male
UCON84	0.02446652902631799	female
UCON84	0.311304034113002	male
UCON86	0.023273854191567498	female
UCON86	0.015984380049028024	male
UCON89	0.047932361910770105	female
UCON89	0.08777933966031398	male
UCON93	0.14686710677706205	female
UCON93	0.18313017704091195	male
UCON96	0.041341569815755985	female
UCON96	0.1677514379797611	male
UHG	0.03410457364204089	female
UHG	0.04318331545289	male
X1_DNA	0.027302388565933977	female
X1_DNA	0.012885750880654995	male
X1_LR	0.060074804658381	female
X1_LR	0.07191351534178092	male
X10b_DNA	0.01048135069872902	female
X10b_DNA	0.02443641872035901	male
X11_DNA	0.04689331985585199	female
X11_DNA	0.02829901989841699	male
X11_LINE	0.0023453872631729	female
X11_LINE	0.0023239039139243	male
X12_DNA	0.03342940222663898	female
X12_DNA	0.011474100854489994	male
X12_LINE	0.06307033772457105	female
X12_LINE	0.01994069015315003	male
X13_DNA	0.020618045052769984	female
X13_DNA	0.03344219021336403	male
X13_LINE	0.15609045440682912	female
X13_LINE	0.067050683959053	male
X15_DNA	0.0218185036005044	female
X15_DNA	0.004539143397220401	male
X15_LINE	0.0036519858139286996	female
X15_LINE	0.0046011363663927985	male
X17_DNA	0.08273758805779596	female
X17_DNA	0.14355453813044794	male
X17_LINE	0.031484697782476034	female
X17_LINE	0.017384389452739984	male
X18_DNA	0.0823817637303299	female
X18_DNA	0.022559310485160022	male
X18_LINE	0.04809351000784012	female
X18_LINE	0.04776556096794993	male
X19_LINE	0.03455535610931404	female
X19_LINE	0.026396706301286044	male
X2_LR	0.034017942377084	female
X2_LR	0.06905393888884803	male
X20_DNA	0.05348967100402702	female
X20_DNA	0.072116403450324	male
X20_LINE	0.0766629302170101	female
X20_LINE	0.05701577497674992	male
X21_DNA	0.0042386610298332	female
X21_DNA	0.0033215255097576992	male
X21_LINE	0.029444322871209017	female
X21_LINE	0.04178456693845001	male
X23_DNA	0.021598969467537005	female
X23_DNA	0.009650040304595986	male
X24_DNA	0.0043372046537499	female
X24_DNA	0.0033737216231821	male
X24_LINE	0.012260616359370001	female
X24_LINE	0.0032985279358505	male
X25_DNA	0.0050344974516223	female
X25_DNA	0.0031755482933672	male
X26_DNA	0.101713945140122	female
X26_DNA	0.04500603087638	male
X27_DNA	0.03296793382900898	female
X27_DNA	0.033839831897496064	male
X28_DNA	0.07642630252032101	female
X28_DNA	0.015538438493428952	male
X29a_DNA	0.025270668600769985	female
X29a_DNA	0.08267375849785008	male
X29b_DNA	0.012608927945949977	female
X29b_DNA	0.013178331763291501	male
X2a_DNA	0.0050870842113595	female
X2a_DNA	0.0033799570601667998	male
X2b_DNA	0.030727288529942998	female
X2b_DNA	0.08527421201802599	male
X3_LINE	0.14919413121342395	female
X3_LINE	0.023906158011194	male
X3_LR	0.0035453187227275	female
X3_LR	0.037329977822608496	male
X30_DNA	0.004877949391829006	female
X30_DNA	0.0061366289379810035	male
X31_DNA	0.04682035686150399	female
X31_DNA	0.040334077732575024	male
X32_DNA	0.05384640208357	female
X32_DNA	0.025559931670943004	male
X33a_DNA	0.05115301838350006	female
X33a_DNA	0.023753159388870015	male
X34_DNA	0.036186333203940046	female
X34_DNA	0.08186126151358009	male
X4_LR	0.11494635427395994	female
X4_LR	0.03387975175832003	male
X4a_DNA	0.018894819730394002	female
X4a_DNA	0.0166052998117018	male
X4b_DNA	0.007739070909065712	female
X4b_DNA	0.026846729563966	male
X5a_DNA	0.0	female
X5a_DNA	0.0051032084484201	male
X5b_DNA	0.11128537806622807	female
X5b_DNA	0.055804377024467	male
X6a_DNA	0.044991148944379	female
X6a_DNA	0.017001833660792	male
X6b_DNA	0.023867127189864	female
X6b_DNA	0.021266368635475985	male
X7_DNA	0.011126383661678008	female
X7_DNA	0.037800743716254	male
X9a_DNA	0.02608563900317107	female
X9a_DNA	0.07456117513515703	male
X9b_DNA	0.024644029227252402	female
X9b_DNA	0.061342920459841965	male
X9c_DNA	0.03210369693165993	female
X9c_DNA	0.029597595046539915	male
ZAPHOD	0.045633588918950085	female
ZAPHOD	0.03448710691090007	male
Zaphod3	0.02914424038817398	female
Zaphod3	0.02405895897000998	male
ZOMBI	1.2640408146356066	female
ZOMBI	2.957498414630095	male
ZOMBI_A	2.8990296677617096	female
ZOMBI_A	0.9261086230059874	male
ZOMBI_B	4.128351868869004	female
ZOMBI_B	3.655683275268018	male
ZOMBI_C	0.06803506567927986	female
