study_accession	sample_accession	experiment_accession	run_accession	read_count	base_count	sample_alias
PRJEB6463	SAMEA2581583	ERX1521638	ERR1451160	68886208	10401817408	HGDP00744
PRJEB6463	SAMEA2581596	ERX1521639	ERR1451161	69629092	10513992892	HGDP00618
PRJEB6463	SAMEA2581605	ERX1521640	ERR1451162	72806966	10993851866	HGDP00627
PRJEB6463	SAMEA2581615	ERX1521641	ERR1451163	68087902	10281273202	HGDP00638
PRJEB6463	SAMEA2581623	ERX1521642	ERR1451164	67048972	10124394772	HGDP00646
PRJEB6463	SAMEA2581633	ERX1521643	ERR1451165	72906130	11008825630	HGDP01254
PRJEB6463	SAMEA2581647	ERX1521644	ERR1451166	69132548	10439014748	HGDP01268
PRJEB6463	SAMEA2581536	ERX1521645	ERR1451167	72057524	10880686124	HGDP00601
PRJEB6463	SAMEA2581544	ERX1521646	ERR1451168	69135510	10439462010	HGDP00679
PRJEB6463	SAMEA2581552	ERX1521647	ERR1451169	68448664	10335748264	HGDP00688
PRJEB6463	SAMEA2581561	ERX1521648	ERR1451170	70606096	10661520496	HGDP00698
PRJEB6463	SAMEA2581575	ERX1521649	ERR1451171	68911368	10405616568	HGDP00734
PRJEB6463	SAMEA2581584	ERX1521650	ERR1451172	69233038	10454188738	HGDP00745
PRJEB6463	SAMEA2581597	ERX1521651	ERR1451173	69792322	10538640622	HGDP00619
PRJEB6463	SAMEA2581607	ERX1521652	ERR1451174	76566234	11561501334	HGDP00629
PRJEB6463	SAMEA2581616	ERX1521653	ERR1451175	61258768	9250073968	HGDP00639
PRJEB6463	SAMEA2581624	ERX1521654	ERR1451176	63194204	9542324804	HGDP00647
PRJEB6463	SAMEA2581638	ERX1521655	ERR1451177	71023766	10724588666	HGDP01259
PRJEB6463	SAMEA2581648	ERX1521656	ERR1451178	60734304	9170879904	HGDP01269
PRJEB6463	SAMEA2581537	ERX1521657	ERR1451179	72046512	10879023312	HGDP00602
PRJEB6463	SAMEA2581545	ERX1521658	ERR1451180	68972898	10414907598	HGDP00680
PRJEB6463	SAMEA2581553	ERX1521659	ERR1451181	70370480	10625942480	HGDP00689
PRJEB6463	SAMEA2581562	ERX1521660	ERR1451182	67944038	10259549738	HGDP00699
PRJEB6463	SAMEA2581576	ERX1521661	ERR1451183	69318954	10467162054	HGDP00735
PRJEB6463	SAMEA2581585	ERX1521662	ERR1451184	70660634	10669755734	HGDP00746
PRJEB6463	SAMEA2581598	ERX1521663	ERR1451185	78347160	11830421160	HGDP00620
PRJEB6463	SAMEA2581608	ERX1521664	ERR1451186	102021052	15405178852	HGDP00630
PRJEB6463	SAMEA2581617	ERX1521665	ERR1451187	72781150	10989953650	HGDP00640
PRJEB6463	SAMEA2581625	ERX1521666	ERR1451188	67890484	10251463084	HGDP00648
PRJEB6463	SAMEA2581639	ERX1521667	ERR1451189	64179120	9691047120	HGDP01260
PRJEB6463	SAMEA2581649	ERX1521668	ERR1451190	64830910	9789467410	HGDP01270
PRJEB6463	SAMEA2581530	ERX1521669	ERR1451191	84894590	12819083090	HGDP00591
PRJEB6463	SAMEA2581538	ERX1521670	ERR1451192	68502020	10343805020	HGDP00604
PRJEB6463	SAMEA2581546	ERX1521671	ERR1451193	71817166	10844392066	HGDP00682
PRJEB6463	SAMEA2581555	ERX1521672	ERR1451194	71714186	10828842086	HGDP00691
PRJEB6463	SAMEA2581563	ERX1521673	ERR1451195	76654572	11574840372	HGDP00700
PRJEB6463	SAMEA2581577	ERX1521674	ERR1451196	80557134	12164127234	HGDP00736
PRJEB6463	SAMEA2581586	ERX1521675	ERR1451197	67871468	10248591668	HGDP00607
PRJEB6463	SAMEA2581599	ERX1521676	ERR1451198	73458248	11092195448	HGDP00621
PRJEB6463	SAMEA2581610	ERX1521677	ERR1451199	65176670	9841677170	HGDP00632
PRJEB6463	SAMEA2581618	ERX1521678	ERR1451200	71362996	10775812396	HGDP00641
PRJEB6463	SAMEA2581626	ERX1521679	ERR1451201	74576008	11260977208	HGDP00649
PRJEB6463	SAMEA2581640	ERX1521680	ERR1451202	71503284	10796995884	HGDP01261
PRJEB6463	SAMEA2581531	ERX1521681	ERR1451203	64979932	9811969732	HGDP00594
PRJEB6463	SAMEA2581539	ERX1521682	ERR1451204	73385368	11081190568	HGDP00606
PRJEB6463	SAMEA2581547	ERX1521683	ERR1451205	66786292	10084730092	HGDP00683
PRJEB6463	SAMEA2581556	ERX1521684	ERR1451206	122769764	18538234364	HGDP00692
PRJEB6463	SAMEA2581569	ERX1521685	ERR1451207	65613208	9907594408	HGDP00727
PRJEB6463	SAMEA2581579	ERX1521686	ERR1451208	64929642	9804375942	HGDP00738
PRJEB6463	SAMEA2581590	ERX1521687	ERR1451209	86668288	13086911488	HGDP00611
PRJEB6463	SAMEA2581600	ERX1521688	ERR1451210	62907980	9499104980	HGDP00622
PRJEB6463	SAMEA2581611	ERX1521689	ERR1451211	63514262	9590653562	HGDP00634
PRJEB6463	SAMEA2581619	ERX1521690	ERR1451212	52740890	7963874390	HGDP00642
PRJEB6463	SAMEA2581628	ERX1521691	ERR1451213	62531352	9442234152	HGDP00651
PRJEB6463	SAMEA2581643	ERX1521692	ERR1451214	66285592	10009124392	HGDP01264
PRJEB6463	SAMEA2581532	ERX1521693	ERR1451215	82030770	12386646270	HGDP00595
PRJEB6463	SAMEA2581540	ERX1521694	ERR1451216	83976488	12680449688	HGDP00675
PRJEB6463	SAMEA2581548	ERX1521695	ERR1451217	76261312	11515458112	HGDP00684
PRJEB6463	SAMEA2581557	ERX1521696	ERR1451218	74946626	11316940526	HGDP00693
PRJEB6463	SAMEA2581571	ERX1521697	ERR1451219	77326444	11676293044	HGDP00730
PRJEB6463	SAMEA2581580	ERX1521698	ERR1451220	73044270	11029684770	HGDP00739
PRJEB6463	SAMEA2581591	ERX1521699	ERR1451221	71504076	10797115476	HGDP00612
PRJEB6463	SAMEA2581601	ERX1521700	ERR1451222	74842790	11301261290	HGDP00623
PRJEB6463	SAMEA2581612	ERX1521701	ERR1451223	69328884	10468661484	HGDP00635
PRJEB6463	SAMEA2581620	ERX1521702	ERR1451224	74297348	11218899548	HGDP00643
PRJEB6463	SAMEA2581629	ERX1521703	ERR1451225	68991088	10417654288	HGDP00653
PRJEB6463	SAMEA2581644	ERX1521704	ERR1451226	68898284	10403640884	HGDP01265
PRJEB6463	SAMEA2581533	ERX1521705	ERR1451227	80638920	12176476920	HGDP00598
PRJEB6463	SAMEA2581541	ERX1521706	ERR1451228	80303188	12125781388	HGDP00676
PRJEB6463	SAMEA2581549	ERX1521707	ERR1451229	72923744	11011485344	HGDP00685
PRJEB6463	SAMEA2581558	ERX1521708	ERR1451230	67590924	10206229524	HGDP00694
PRJEB6463	SAMEA2581572	ERX1521709	ERR1451231	65022026	9818325926	HGDP00731
PRJEB6463	SAMEA2581581	ERX1521710	ERR1451232	72455138	10940725838	HGDP00740
PRJEB6463	SAMEA2581592	ERX1521711	ERR1451233	67887232	10250972032	HGDP00613
PRJEB6463	SAMEA2581602	ERX1521712	ERR1451234	73498742	11098310042	HGDP00624
PRJEB6463	SAMEA2581613	ERX1521713	ERR1451235	75831614	11450573714	HGDP00636
PRJEB6463	SAMEA2581621	ERX1521714	ERR1451236	62451600	9430191600	HGDP00644
PRJEB6463	SAMEA2581630	ERX1521715	ERR1451237	77047842	11634224142	HGDP00654
PRJEB6463	SAMEA2581645	ERX1521716	ERR1451238	72501834	10947776934	HGDP01266
PRJEB6463	SAMEA2581534	ERX1521717	ERR1451239	81526378	12310483078	HGDP00599
PRJEB6463	SAMEA2581542	ERX1521718	ERR1451240	74031354	11178734454	HGDP00677
PRJEB6463	SAMEA2581550	ERX1521719	ERR1451241	72767936	10987958336	HGDP00686
PRJEB6463	SAMEA2581559	ERX1521720	ERR1451242	77024850	11630752350	HGDP00696
PRJEB6463	SAMEA2581573	ERX1521721	ERR1451243	75960900	11470095900	HGDP00732
PRJEB6463	SAMEA2581582	ERX1521722	ERR1451244	74534512	11254711312	HGDP00741
PRJEB6463	SAMEA2581593	ERX1521723	ERR1451245	77080144	11639101744	HGDP00614
PRJEB6463	SAMEA2581604	ERX1521724	ERR1451246	78306030	11824210530	HGDP00626
PRJEB6463	SAMEA2581614	ERX1521725	ERR1451247	74734858	11284963558	HGDP00637
PRJEB6463	SAMEA2581622	ERX1521726	ERR1451248	67754646	10230951546	HGDP00645
PRJEB6463	SAMEA2581631	ERX1521727	ERR1451249	67492912	10191429712	HGDP00701
PRJEB6463	SAMEA2581646	ERX1521728	ERR1451250	76727572	11585863372	HGDP01267
PRJEB6463	SAMEA2581535	ERX1521729	ERR1451251	77232520	11662110520	HGDP00600
PRJEB6463	SAMEA2581543	ERX1521730	ERR1451252	72635446	10967952346	HGDP00678
PRJEB6463	SAMEA2581551	ERX1521731	ERR1451253	71356546	10774838446	HGDP00687
PRJEB6463	SAMEA2581560	ERX1521732	ERR1451254	83137732	12553797532	HGDP00697
PRJEB6463	SAMEA2581574	ERX1521733	ERR1451255	77598984	11717446584	HGDP00733
PRJEB6463	SAMEA2581583	ERX1521734	ERR1451256	67541210	10198722710	HGDP00744
PRJEB6463	SAMEA2581596	ERX1521735	ERR1451257	75835312	11451132112	HGDP00618
PRJEB6463	SAMEA2581605	ERX1521736	ERR1451258	77460148	11696482348	HGDP00627
PRJEB6463	SAMEA2581615	ERX1521737	ERR1451259	70319522	10618247822	HGDP00638
PRJEB6463	SAMEA2581623	ERX1521738	ERR1451260	73743010	11135194510	HGDP00646
PRJEB6463	SAMEA2581633	ERX1521739	ERR1451261	77443436	11693958836	HGDP01254
PRJEB6463	SAMEA2581647	ERX1521740	ERR1451262	70787506	10688913406	HGDP01268
PRJEB6463	SAMEA2581536	ERX1521741	ERR1451263	73805812	11144677612	HGDP00601
PRJEB6463	SAMEA2581544	ERX1521742	ERR1451264	69029256	10423417656	HGDP00679
PRJEB6463	SAMEA2581552	ERX1521743	ERR1451265	73821074	11146982174	HGDP00688
PRJEB6463	SAMEA2581561	ERX1521744	ERR1451266	73150164	11045674764	HGDP00698
PRJEB6463	SAMEA2581575	ERX1521745	ERR1451267	71597250	10811184750	HGDP00734
PRJEB6463	SAMEA2581584	ERX1521746	ERR1451268	70942370	10712297870	HGDP00745
PRJEB6463	SAMEA2581597	ERX1521747	ERR1451269	71836768	10847351968	HGDP00619
PRJEB6463	SAMEA2581607	ERX1521748	ERR1451270	81062236	12240397636	HGDP00629
PRJEB6463	SAMEA2581616	ERX1521749	ERR1451271	61293304	9255288904	HGDP00639
PRJEB6463	SAMEA2581624	ERX1521750	ERR1451272	68792508	10387668708	HGDP00647
PRJEB6463	SAMEA2581638	ERX1521751	ERR1451273	73923648	11162470848	HGDP01259
PRJEB6463	SAMEA2581648	ERX1521752	ERR1451274	63024398	9516684098	HGDP01269
PRJEB6463	SAMEA2581537	ERX1521753	ERR1451275	72427434	10936542534	HGDP00602
PRJEB6463	SAMEA2581545	ERX1521754	ERR1451276	70774184	10686901784	HGDP00680
PRJEB6463	SAMEA2581553	ERX1521755	ERR1451277	71558014	10805260114	HGDP00689
PRJEB6463	SAMEA2581562	ERX1521756	ERR1451278	72028294	10876272394	HGDP00699
PRJEB6463	SAMEA2581576	ERX1521757	ERR1451279	70437644	10636084244	HGDP00735
PRJEB6463	SAMEA2581585	ERX1521758	ERR1451280	70351496	10623075896	HGDP00746
PRJEB6463	SAMEA2581598	ERX1521759	ERR1451281	82612484	12474485084	HGDP00620
PRJEB6463	SAMEA2581608	ERX1521760	ERR1451282	100684608	15203375808	HGDP00630
PRJEB6463	SAMEA2581617	ERX1521761	ERR1451283	75780298	11442824998	HGDP00640
PRJEB6463	SAMEA2581625	ERX1521762	ERR1451284	65884948	9948627148	HGDP00648
PRJEB6463	SAMEA2581639	ERX1521763	ERR1451285	65128788	9834446988	HGDP01260
PRJEB6463	SAMEA2581649	ERX1521764	ERR1451286	68785618	10386628318	HGDP01270
PRJEB6463	SAMEA2581530	ERX1521765	ERR1451287	85527128	12914596328	HGDP00591
PRJEB6463	SAMEA2581538	ERX1521766	ERR1451288	71817246	10844404146	HGDP00604
PRJEB6463	SAMEA2581546	ERX1521767	ERR1451289	74061104	11183226704	HGDP00682
PRJEB6463	SAMEA2581555	ERX1521768	ERR1451290	73477556	11095110956	HGDP00691
PRJEB6463	SAMEA2581563	ERX1521769	ERR1451291	78174076	11804285476	HGDP00700
PRJEB6463	SAMEA2581577	ERX1521770	ERR1451292	82973902	12529059202	HGDP00736
PRJEB6463	SAMEA2581586	ERX1521771	ERR1451293	70097158	10584670858	HGDP00607
PRJEB6463	SAMEA2581599	ERX1521772	ERR1451294	74433316	11239430716	HGDP00621
PRJEB6463	SAMEA2581610	ERX1521773	ERR1451295	67597922	10207286222	HGDP00632
PRJEB6463	SAMEA2581618	ERX1521774	ERR1451296	72699728	10977658928	HGDP00641
PRJEB6463	SAMEA2581626	ERX1521775	ERR1451297	75920598	11464010298	HGDP00649
PRJEB6463	SAMEA2581640	ERX1521776	ERR1451298	73474326	11094623226	HGDP01261
PRJEB6463	SAMEA2581531	ERX1521777	ERR1451299	67169160	10142543160	HGDP00594
PRJEB6463	SAMEA2581539	ERX1521778	ERR1451300	72349798	10924819498	HGDP00606
PRJEB6463	SAMEA2581547	ERX1521779	ERR1451301	67102028	10132406228	HGDP00683
PRJEB6463	SAMEA2581556	ERX1521780	ERR1451302	123206074	18604117174	HGDP00692
PRJEB6463	SAMEA2581569	ERX1521781	ERR1451303	65893408	9949904608	HGDP00727
PRJEB6463	SAMEA2581579	ERX1521782	ERR1451304	65779702	9932735002	HGDP00738
PRJEB6463	SAMEA2581590	ERX1521783	ERR1451305	87675792	13239044592	HGDP00611
PRJEB6463	SAMEA2581600	ERX1521784	ERR1451306	64983780	9812550780	HGDP00622
PRJEB6463	SAMEA2581611	ERX1521785	ERR1451307	64059626	9673003526	HGDP00634
PRJEB6463	SAMEA2581619	ERX1521786	ERR1451308	53993566	8153028466	HGDP00642
PRJEB6463	SAMEA2581628	ERX1521787	ERR1451309	62612746	9454524646	HGDP00651
PRJEB6463	SAMEA2581643	ERX1521788	ERR1451310	66360926	10020499826	HGDP01264
PRJEB6463	SAMEA2581532	ERX1521789	ERR1451311	83155366	12556460266	HGDP00595
PRJEB6463	SAMEA2581540	ERX1521790	ERR1451312	84299426	12729213326	HGDP00675
PRJEB6463	SAMEA2581548	ERX1521791	ERR1451313	77777616	11744420016	HGDP00684
PRJEB6463	SAMEA2581557	ERX1521792	ERR1451314	76554804	11559775404	HGDP00693
PRJEB6463	SAMEA2581571	ERX1521793	ERR1451315	78800252	11898838052	HGDP00730
PRJEB6463	SAMEA2581580	ERX1521794	ERR1451316	74725122	11283493422	HGDP00739
PRJEB6463	SAMEA2581591	ERX1521795	ERR1451317	72959452	11016877252	HGDP00612
PRJEB6463	SAMEA2581601	ERX1521796	ERR1451318	75874724	11457083324	HGDP00623
PRJEB6463	SAMEA2581612	ERX1521797	ERR1451319	70816362	10693270662	HGDP00635
PRJEB6463	SAMEA2581620	ERX1521798	ERR1451320	74788648	11293085848	HGDP00643
PRJEB6463	SAMEA2581629	ERX1521799	ERR1451321	70620362	10663674662	HGDP00653
PRJEB6463	SAMEA2581644	ERX1521800	ERR1451322	70175950	10596568450	HGDP01265
PRJEB6463	SAMEA2581533	ERX1521801	ERR1451323	84207108	12715273308	HGDP00598
PRJEB6463	SAMEA2581541	ERX1521802	ERR1451324	83136122	12553554422	HGDP00676
PRJEB6463	SAMEA2581549	ERX1521803	ERR1451325	76074900	11487309900	HGDP00685
PRJEB6463	SAMEA2581558	ERX1521804	ERR1451326	70698228	10675432428	HGDP00694
PRJEB6463	SAMEA2581572	ERX1521805	ERR1451327	69088498	10432363198	HGDP00731
PRJEB6463	SAMEA2581581	ERX1521806	ERR1451328	75038736	11330849136	HGDP00740
PRJEB6463	SAMEA2581592	ERX1521807	ERR1451329	70895934	10705286034	HGDP00613
PRJEB6463	SAMEA2581602	ERX1521808	ERR1451330	76367846	11531544746	HGDP00624
PRJEB6463	SAMEA2581613	ERX1521809	ERR1451331	79093690	11943147190	HGDP00636
PRJEB6463	SAMEA2581621	ERX1521810	ERR1451332	64816024	9787219624	HGDP00644
PRJEB6463	SAMEA2581630	ERX1521811	ERR1451333	80484464	12153154064	HGDP00654
PRJEB6463	SAMEA2581645	ERX1521812	ERR1451334	75204774	11355920874	HGDP01266
PRJEB6463	SAMEA2581534	ERX1521813	ERR1451335	83287208	12576368408	HGDP00599
PRJEB6463	SAMEA2581542	ERX1521814	ERR1451336	75371374	11381077474	HGDP00677
PRJEB6463	SAMEA2581550	ERX1521815	ERR1451337	74063620	11183606620	HGDP00686
PRJEB6463	SAMEA2581559	ERX1521816	ERR1451338	78803630	11899348130	HGDP00696
PRJEB6463	SAMEA2581573	ERX1521817	ERR1451339	77289464	11670709064	HGDP00732
PRJEB6463	SAMEA2581582	ERX1521818	ERR1451340	76065288	11485858488	HGDP00741
PRJEB6463	SAMEA2581593	ERX1521819	ERR1451341	78575966	11864970866	HGDP00614
PRJEB6463	SAMEA2581604	ERX1521820	ERR1451342	79943478	12071465178	HGDP00626
PRJEB6463	SAMEA2581614	ERX1521821	ERR1451343	76325004	11525075604	HGDP00637
PRJEB6463	SAMEA2581622	ERX1521822	ERR1451344	69386838	10477412538	HGDP00645
PRJEB6463	SAMEA2581631	ERX1521823	ERR1451345	68808316	10390055716	HGDP00701
PRJEB6463	SAMEA2581646	ERX1521824	ERR1451346	79289132	11972658932	HGDP01267
PRJEB6463	SAMEA2581535	ERX1521825	ERR1451347	78634088	11873747288	HGDP00600
PRJEB6463	SAMEA2581543	ERX1521826	ERR1451348	75259658	11364208358	HGDP00678
PRJEB6463	SAMEA2581551	ERX1521827	ERR1451349	73517312	11101114112	HGDP00687
PRJEB6463	SAMEA2581560	ERX1521828	ERR1451350	86485094	13059249194	HGDP00697
PRJEB6463	SAMEA2581574	ERX1521829	ERR1451351	80979840	12227955840	HGDP00733
PRJEB6463	SAMEA2581583	ERX1521830	ERR1451352	69516516	10496993916	HGDP00744
PRJEB6463	SAMEA2581596	ERX1521831	ERR1451353	78459460	11847378460	HGDP00618
PRJEB6463	SAMEA2581605	ERX1521832	ERR1451354	79423236	11992908636	HGDP00627
PRJEB6463	SAMEA2581615	ERX1521833	ERR1451355	72243584	10908781184	HGDP00638
PRJEB6463	SAMEA2581623	ERX1521834	ERR1451356	75953898	11469038598	HGDP00646
PRJEB6463	SAMEA2581633	ERX1521835	ERR1451357	79873954	12060967054	HGDP01254
PRJEB6463	SAMEA2581647	ERX1521836	ERR1451358	72246822	10909270122	HGDP01268
PRJEB6463	SAMEA2581536	ERX1521837	ERR1451359	76987778	11625154478	HGDP00601
PRJEB6463	SAMEA2581544	ERX1521838	ERR1451360	72245346	10909047246	HGDP00679
PRJEB6463	SAMEA2581552	ERX1521839	ERR1451361	76871432	11607586232	HGDP00688
PRJEB6463	SAMEA2581561	ERX1521840	ERR1451362	76318328	11524067528	HGDP00698
PRJEB6463	SAMEA2581575	ERX1521841	ERR1451363	74653946	11272745846	HGDP00734
PRJEB6463	SAMEA2581584	ERX1521842	ERR1451364	74093140	11188064140	HGDP00745
PRJEB6463	SAMEA2581597	ERX1521843	ERR1451365	74635960	11270029960	HGDP00619
PRJEB6463	SAMEA2581607	ERX1521844	ERR1451366	84340458	12735409158	HGDP00629
PRJEB6463	SAMEA2581616	ERX1521845	ERR1451367	63830978	9638477678	HGDP00639
PRJEB6463	SAMEA2581624	ERX1521846	ERR1451368	71773218	10837755918	HGDP00647
PRJEB6463	SAMEA2581638	ERX1521847	ERR1451369	77105648	11642952848	HGDP01259
PRJEB6463	SAMEA2581648	ERX1521848	ERR1451370	65663634	9915208734	HGDP01269
PRJEB6463	SAMEA2581537	ERX1521849	ERR1451371	73923256	11162411656	HGDP00602
PRJEB6463	SAMEA2581545	ERX1521850	ERR1451372	72180590	10899269090	HGDP00680
PRJEB6463	SAMEA2581553	ERX1521851	ERR1451373	73438530	11089218030	HGDP00689
PRJEB6463	SAMEA2581562	ERX1521852	ERR1451374	73855000	11152105000	HGDP00699
PRJEB6463	SAMEA2581576	ERX1521853	ERR1451375	71859124	10850727724	HGDP00735
PRJEB6463	SAMEA2581585	ERX1521854	ERR1451376	72624538	10966305238	HGDP00746
PRJEB6463	SAMEA2581598	ERX1521855	ERR1451377	83221936	12566512336	HGDP00620
PRJEB6463	SAMEA2581608	ERX1521856	ERR1451378	102824410	15526485910	HGDP00630
PRJEB6463	SAMEA2581617	ERX1521857	ERR1451379	76831426	11601545326	HGDP00640
PRJEB6463	SAMEA2581625	ERX1521858	ERR1451380	67251198	10154930898	HGDP00648
PRJEB6463	SAMEA2581639	ERX1521859	ERR1451381	66189518	9994617218	HGDP01260
PRJEB6463	SAMEA2581649	ERX1521860	ERR1451382	69992596	10568881996	HGDP01270
PRJEB6463	SAMEA2581530	ERX1521861	ERR1451383	79262872	11968693672	HGDP00591
PRJEB6463	SAMEA2581538	ERX1521862	ERR1451384	69089338	10432490038	HGDP00604
PRJEB6463	SAMEA2581546	ERX1521863	ERR1451385	69888552	10553171352	HGDP00682
PRJEB6463	SAMEA2581555	ERX1521864	ERR1451386	69538628	10500332828	HGDP00691
PRJEB6463	SAMEA2581563	ERX1521865	ERR1451387	71961224	10866144824	HGDP00700
PRJEB6463	SAMEA2581577	ERX1521866	ERR1451388	79641328	12025840528	HGDP00736
PRJEB6463	SAMEA2581586	ERX1521867	ERR1451389	67201946	10147493846	HGDP00607
PRJEB6463	SAMEA2581599	ERX1521868	ERR1451390	68517610	10346159110	HGDP00621
PRJEB6463	SAMEA2581610	ERX1521869	ERR1451391	65146926	9837185826	HGDP00632
PRJEB6463	SAMEA2581618	ERX1521870	ERR1451392	67119592	10135058392	HGDP00641
PRJEB6463	SAMEA2581626	ERX1521871	ERR1451393	70856830	10699381330	HGDP00649
PRJEB6463	SAMEA2581640	ERX1521872	ERR1451394	69624728	10513333928	HGDP01261
PRJEB6463	SAMEA2581531	ERX1521873	ERR1451395	60808834	9182133934	HGDP00594
PRJEB6463	SAMEA2581539	ERX1521874	ERR1451396	67471394	10188180494	HGDP00606
PRJEB6463	SAMEA2581547	ERX1521875	ERR1451397	61609090	9302972590	HGDP00683
PRJEB6463	SAMEA2581556	ERX1521876	ERR1451398	111992240	16910828240	HGDP00692
PRJEB6463	SAMEA2581569	ERX1521877	ERR1451399	60393808	9119465008	HGDP00727
PRJEB6463	SAMEA2581579	ERX1521878	ERR1451400	60160276	9084201676	HGDP00738
PRJEB6463	SAMEA2581590	ERX1521879	ERR1451401	79441498	11995666198	HGDP00611
PRJEB6463	SAMEA2581600	ERX1521880	ERR1451402	58262000	8797562000	HGDP00622
PRJEB6463	SAMEA2581611	ERX1521881	ERR1451403	58556660	8842055660	HGDP00634
PRJEB6463	SAMEA2581619	ERX1521882	ERR1451404	48669064	7349028664	HGDP00642
PRJEB6463	SAMEA2581628	ERX1521883	ERR1451405	57375100	8663640100	HGDP00651
PRJEB6463	SAMEA2581643	ERX1521884	ERR1451406	60551502	9143276802	HGDP01264
PRJEB6463	SAMEA2581532	ERX1521885	ERR1451407	78457522	11847085822	HGDP00595
PRJEB6463	SAMEA2581540	ERX1521886	ERR1451408	78017990	11780716490	HGDP00675
PRJEB6463	SAMEA2581548	ERX1521887	ERR1451409	72870590	11003459090	HGDP00684
PRJEB6463	SAMEA2581557	ERX1521888	ERR1451410	72225968	10906121168	HGDP00693
PRJEB6463	SAMEA2581571	ERX1521889	ERR1451411	74671332	11275371132	HGDP00730
PRJEB6463	SAMEA2581580	ERX1521890	ERR1451412	69740966	10530885866	HGDP00739
PRJEB6463	SAMEA2581591	ERX1521891	ERR1451413	69196092	10448609892	HGDP00612
PRJEB6463	SAMEA2581601	ERX1521892	ERR1451414	70123670	10588674170	HGDP00623
PRJEB6463	SAMEA2581612	ERX1521893	ERR1451415	66204928	9996944128	HGDP00635
PRJEB6463	SAMEA2581620	ERX1521894	ERR1451416	67577044	10204133644	HGDP00643
PRJEB6463	SAMEA2581629	ERX1521895	ERR1451417	65862704	9945268304	HGDP00653
PRJEB6463	SAMEA2581644	ERX1521896	ERR1451418	63607416	9604719816	HGDP01265
PRJEB6463	SAMEA2581533	ERX1521897	ERR1451419	76075638	11487421338	HGDP00598
PRJEB6463	SAMEA2581541	ERX1521898	ERR1451420	73412336	11085262736	HGDP00676
PRJEB6463	SAMEA2581549	ERX1521899	ERR1451421	68704670	10374405170	HGDP00685
PRJEB6463	SAMEA2581558	ERX1521900	ERR1451422	65279888	9857263088	HGDP00694
PRJEB6463	SAMEA2581572	ERX1521901	ERR1451423	65249586	9852687486	HGDP00731
PRJEB6463	SAMEA2581581	ERX1521902	ERR1451424	69724920	10528462920	HGDP00740
PRJEB6463	SAMEA2581592	ERX1521903	ERR1451425	64913222	9801896522	HGDP00613
PRJEB6463	SAMEA2581602	ERX1521904	ERR1451426	67605036	10208360436	HGDP00624
PRJEB6463	SAMEA2581613	ERX1521905	ERR1451427	72010922	10873649222	HGDP00636
PRJEB6463	SAMEA2581621	ERX1521906	ERR1451428	60424324	9124072924	HGDP00644
PRJEB6463	SAMEA2581630	ERX1521907	ERR1451429	72282202	10914612502	HGDP00654
PRJEB6463	SAMEA2581645	ERX1521908	ERR1451430	67895448	10252212648	HGDP01266
PRJEB6463	SAMEA2581534	ERX1521909	ERR1451431	76620254	11569658354	HGDP00599
PRJEB6463	SAMEA2581542	ERX1521910	ERR1451432	69536808	10500058008	HGDP00677
PRJEB6463	SAMEA2581550	ERX1521911	ERR1451433	67820530	10240900030	HGDP00686
PRJEB6463	SAMEA2581559	ERX1521912	ERR1451434	72081822	10884355122	HGDP00696
PRJEB6463	SAMEA2581573	ERX1521913	ERR1451435	71575280	10807867280	HGDP00732
PRJEB6463	SAMEA2581582	ERX1521914	ERR1451436	70085544	10582917144	HGDP00741
PRJEB6463	SAMEA2581593	ERX1521915	ERR1451437	72581098	10959745798	HGDP00614
PRJEB6463	SAMEA2581604	ERX1521916	ERR1451438	72794230	10991928730	HGDP00626
PRJEB6463	SAMEA2581614	ERX1521917	ERR1451439	69496348	10493948548	HGDP00637
PRJEB6463	SAMEA2581622	ERX1521918	ERR1451440	64278186	9706006086	HGDP00645
PRJEB6463	SAMEA2581631	ERX1521919	ERR1451441	64679632	9766624432	HGDP00701
PRJEB6463	SAMEA2581646	ERX1521920	ERR1451442	72557120	10956125120	HGDP01267
PRJEB6463	SAMEA2581535	ERX1521921	ERR1451443	71400008	10781401208	HGDP00600
PRJEB6463	SAMEA2581543	ERX1521922	ERR1451444	65813484	9937836084	HGDP00678
PRJEB6463	SAMEA2581551	ERX1521923	ERR1451445	64610004	9756110604	HGDP00687
PRJEB6463	SAMEA2581560	ERX1521924	ERR1451446	71761192	10835939992	HGDP00697
PRJEB6463	SAMEA2581574	ERX1521925	ERR1451447	69503964	10495098564	HGDP00733
PRJEB6463	SAMEA2581583	ERX1521926	ERR1451448	64842532	9791222332	HGDP00744
PRJEB6463	SAMEA2581596	ERX1521927	ERR1451449	67682916	10220120316	HGDP00618
PRJEB6463	SAMEA2581605	ERX1521928	ERR1451450	70358374	10624114474	HGDP00627
PRJEB6463	SAMEA2581615	ERX1521929	ERR1451451	65603098	9906067798	HGDP00638
PRJEB6463	SAMEA2581623	ERX1521930	ERR1451452	65123800	9833693800	HGDP00646
PRJEB6463	SAMEA2581633	ERX1521931	ERR1451453	71314454	10768482554	HGDP01254
PRJEB6463	SAMEA2581647	ERX1521932	ERR1451454	66748444	10079015044	HGDP01268
PRJEB6463	SAMEA2581536	ERX1521933	ERR1451455	68179940	10295170940	HGDP00601
PRJEB6463	SAMEA2581544	ERX1521934	ERR1451456	64591826	9753365726	HGDP00679
